UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL221080,0,7,3,0,0,0,15,0,0,4,0,4,0,0,0,8,0,11,11,8,6,5,5,0,46,3,4,12,13,14,10,3,0,62,0,11,18,16,25,9,7,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,18,20,27,10,8,4,102,0,0,0,0,0,0,0,0,11,0,0,0,7,4,8,7,0,27,5,24,48,54,65,44,25,4,277
UCL221081,0,5,0,0,0,0,5,0,5,0,6,5,0,0,0,13,0,16,3,7,3,0,0,4,35,0,0,3,9,9,3,4,0,25,6,17,11,21,23,7,4,0,88,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,17,11,21,26,13,4,0,97,0,0,0,0,0,0,0,0,0,4,0,9,12,7,15,9,20,75,14,37,26,52,51,26,24,22,253
UCL221082,25,9,8,0,0,0,53,0,3,0,5,4,0,0,0,9,11,38,40,27,15,3,0,0,130,5,22,20,23,13,6,0,0,83,15,25,30,25,17,10,4,0,130,4,0,0,5,6,0,0,0,10,4,6,0,0,0,0,0,0,4,16,28,30,30,23,10,4,0,143,0,0,0,5,0,0,0,0,6,27,21,19,19,15,9,0,0,110,67,119,135,114,77,29,8,0,544
UCL221083,10,15,13,21,0,0,68,0,4,5,11,12,3,7,0,41,0,30,45,30,41,27,6,8,191,0,3,12,15,24,22,12,3,101,9,14,29,25,27,19,10,0,131,0,0,0,4,3,6,0,0,7,0,0,3,3,3,8,8,0,18,5,14,27,29,31,27,16,0,160,0,0,0,0,0,0,0,0,6,10,3,8,10,9,14,20,9,72,13,65,110,106,143,117,57,23,643
UCL221084,4,0,4,0,0,0,17,0,3,0,0,10,0,0,0,20,0,25,19,11,9,5,0,0,70,0,14,11,4,14,7,5,0,60,10,55,29,27,28,17,7,0,174,0,0,0,0,4,0,0,0,10,0,0,0,0,0,3,0,0,3,13,52,29,23,34,21,10,4,187,0,0,0,3,0,0,0,0,0,3,13,0,6,10,14,8,6,57,21,115,64,49,74,53,25,14,410
UCL222001,3,4,0,5,0,0,5,0,0,0,3,0,0,0,0,11,5,3,0,11,15,8,0,0,45,0,0,0,12,4,8,8,0,31,5,9,7,14,10,10,3,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,7,13,13,10,3,0,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,12,12,9,9,42,40,23,11,3,157
UCL222002,0,4,4,4,0,0,20,0,0,0,13,4,0,0,0,23,0,7,19,17,13,18,6,0,83,0,3,3,6,9,9,3,0,30,0,5,19,15,19,6,0,0,65,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,5,17,17,20,9,0,0,76,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,4,0,16,4,14,48,62,59,37,19,4,250
UCL222003,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,9,7,0,5,8,0,0,36,0,7,8,4,5,4,0,0,22,3,23,13,11,9,4,0,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,26,13,11,12,4,0,0,71,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,0,0,21,4,52,27,23,29,18,4,0,163
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,6,5,0,3,3,0,0,21
UCL222005,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,0,0,0,0,5,5,0,0,8,3,9,10,10,4,13,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,12,4,13,4,0,48,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,22,9,18,17,14,10,23,4,0,97
UCL222006,0,0,4,5,0,0,6,0,0,0,0,7,0,0,0,0,0,4,15,4,10,3,0,0,45,0,3,11,5,9,7,7,0,41,4,8,14,18,21,11,9,0,84,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,4,4,8,15,18,21,16,10,0,95,0,0,0,0,0,0,0,0,3,7,0,5,5,11,8,0,0,26,7,18,45,37,57,36,14,0,224
UCL222007,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,6,0,8,0,3,0,0,15,0,0,3,8,6,6,0,0,29,0,5,4,14,16,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,9,14,15,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,10,6,12,21,31,32,20,5,3,123
UCL222008,13,8,4,3,0,0,20,0,0,0,4,7,0,0,0,14,0,3,19,22,6,11,0,0,64,0,3,7,7,5,0,0,0,27,0,11,9,19,12,7,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,11,9,22,13,7,5,0,67,0,0,0,0,0,0,0,0,0,0,0,8,5,9,3,0,0,22,5,24,50,67,43,24,11,0,219
UCL222009,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,3,4,4,3,3,0,0,20,0,3,6,3,13,5,0,0,31,0,16,10,10,20,8,4,0,64,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,5,23,10,9,20,11,5,0,75,0,0,0,0,0,0,0,0,0,10,5,4,0,3,4,9,5,43,9,35,25,24,39,28,18,5,172
UCL222010,3,0,0,0,0,0,5,0,0,0,3,4,0,0,0,8,5,8,3,8,5,0,0,0,26,0,3,6,9,4,6,0,0,27,6,12,13,21,16,10,7,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,6,10,17,21,16,7,7,0,83,0,0,0,0,0,0,0,0,0,3,4,0,8,3,3,0,0,26,15,33,30,37,35,21,7,0,176
UCL222011,6,0,0,5,0,0,9,0,0,0,0,0,0,0,0,8,0,4,16,11,12,0,0,0,47,0,6,5,4,0,4,0,0,15,5,4,11,21,12,5,0,0,65,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,10,14,24,12,9,0,0,67,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,14,15,24,42,37,23,21,0,0,165
UCL222012,0,0,0,4,0,0,14,0,0,0,4,4,0,0,0,8,0,3,0,6,7,0,0,0,30,4,0,11,9,7,6,0,0,38,7,8,11,22,30,13,8,0,89,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,5,10,8,11,22,29,13,8,0,101,0,0,0,0,0,0,0,0,3,3,0,0,10,5,7,4,0,36,16,16,31,58,55,38,14,0,221
UCL222013,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,0,0,25,0,0,0,3,7,0,0,0,20,3,10,10,9,10,10,4,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,10,12,6,14,13,4,3,67,0,0,0,0,0,0,0,0,0,3,0,3,5,7,4,9,0,29,10,16,12,26,31,26,17,4,148
UCL222014,4,8,7,0,0,0,15,0,6,0,0,0,0,0,0,4,0,3,8,6,4,0,0,0,28,4,9,13,6,8,4,0,0,42,5,9,22,22,14,8,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,25,22,14,8,0,0,82,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,0,24,13,33,48,45,31,17,0,0,195
UCL222015,0,7,0,0,0,0,9,0,0,0,0,6,0,0,0,7,4,9,5,9,0,0,0,0,29,0,5,7,6,6,0,0,0,23,7,18,14,26,14,5,0,0,87,0,0,0,6,0,0,0,0,3,0,0,5,0,0,0,0,0,6,9,23,18,32,15,8,3,0,99,0,0,0,0,0,0,0,0,0,7,4,3,0,3,0,6,0,18,15,35,31,50,30,13,5,0,179
UCL222016,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,0,14,0,9,6,9,19,7,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,18,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,0,0,26,4,13,16,10,27,10,5,0,97
UCL222017,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,5,3,0,0,13,0,3,0,0,5,3,0,0,10,0,4,0,6,7,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,5,0,0,28,0,0,0,0,0,0,0,0,4,0,3,3,5,0,0,6,3,30,0,14,9,13,20,13,12,3,88
UCL222018,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,9,0,0,3,6,0,4,0,0,18,0,3,0,6,0,0,0,0,12,9,6,0,8,3,0,0,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,6,3,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,12,17,13,28,13,7,0,0,84
UCL222019,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,9,5,13,6,3,0,0,36,0,0,8,9,10,4,0,0,33,5,15,13,11,15,9,0,0,77,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,9,6,15,15,16,22,13,6,0,89,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,21,10,30,33,35,45,29,10,0,188
UCL222020,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,6,4,6,0,0,13,0,0,0,6,3,5,0,0,24,6,8,10,15,15,7,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,6,15,14,8,0,0,62,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,9,0,28,9,17,18,27,30,25,12,0,137
UCL222021,0,5,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,0,3,5,10,9,0,0,29,0,0,6,4,4,3,3,0,28,0,9,13,9,10,9,3,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,10,13,4,8,9,4,0,58,0,0,0,0,0,0,0,0,0,6,0,6,5,4,3,5,6,37,6,22,32,26,30,29,14,6,167
UCL222022,4,3,0,0,0,0,8,0,0,0,3,0,3,0,0,11,0,3,0,4,4,3,0,0,23,0,0,3,3,3,6,0,0,21,0,10,6,16,16,8,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,10,6,14,15,12,5,0,65,0,0,0,0,0,0,0,0,5,0,0,4,0,6,6,0,0,22,0,19,17,29,37,30,13,4,148
UCL222023,4,0,0,0,0,0,5,0,0,3,0,4,7,0,0,13,0,13,8,4,4,3,0,0,31,0,13,10,13,11,4,0,0,51,7,20,28,28,20,3,0,0,95,0,5,4,0,0,3,0,0,6,0,3,0,0,0,0,0,0,12,7,32,24,28,17,3,4,0,113,0,0,0,0,0,0,0,0,0,6,8,3,3,5,0,0,0,28,9,56,58,48,39,23,8,0,238
UCL222024,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,7,3,15,15,8,11,0,0,0,52,3,9,7,3,3,0,0,0,29,19,17,5,10,0,3,0,0,52,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,23,5,6,0,3,0,0,55,0,0,0,0,0,0,0,0,0,27,19,9,11,0,5,0,0,73,56,63,42,36,16,6,0,0,217
UCL222025,0,5,0,4,0,0,8,0,0,0,0,4,0,0,0,14,0,0,5,3,3,4,3,0,20,0,0,4,0,0,5,4,0,14,0,3,10,10,0,5,5,0,30,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,0,3,15,13,0,7,5,0,41,0,0,0,0,0,0,0,0,0,6,0,0,7,0,10,9,0,24,12,3,24,29,8,31,14,4,118
UCL222026,3,3,4,0,0,0,12,0,0,3,0,5,0,0,0,9,0,7,18,10,0,6,0,0,40,0,3,13,11,7,14,0,0,40,5,10,6,6,20,5,4,0,59,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,12,8,8,21,9,4,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,21,47,28,37,30,5,0,181
UCL222027,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,13,0,3,3,0,3,7,0,0,21,0,0,13,3,3,9,0,0,29,4,18,17,10,14,3,4,0,65,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,4,22,21,10,12,6,4,0,74,0,0,0,0,0,0,0,0,0,0,6,3,0,3,7,9,0,31,5,28,43,20,29,36,7,0,168
UCL222028,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,10,0,0,0,3,0,0,20,0,0,10,0,0,0,0,0,22,4,23,19,11,8,9,0,0,72,5,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,6,4,26,20,13,14,9,0,0,89,0,0,0,0,0,0,0,0,0,0,5,4,0,8,4,6,0,29,7,37,41,22,29,26,9,6,165
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,0,4,0,0,0,8,0,4,4,3,4,11,0,0,27,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,3,4,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,10,15,11,15,17,5,0,70
UCL222030,5,0,0,0,0,0,7,0,0,0,0,6,0,0,0,7,0,3,14,5,3,3,5,0,34,0,4,4,0,9,3,0,0,22,0,0,8,7,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,8,7,7,3,5,3,35,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,7,19,5,17,38,23,27,13,14,6,135
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,3,0,0,20,0,0,3,0,0,8,0,0,9,0,8,9,3,7,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,8,15,6,7,8,0,0,49,0,0,0,0,0,4,0,0,4,3,3,6,4,7,9,0,0,28,9,16,23,15,12,18,4,0,101
UCL222032,4,0,0,5,0,0,14,0,0,3,0,4,4,0,0,9,0,19,12,8,5,5,5,0,54,0,8,3,7,10,8,0,0,41,3,12,4,11,8,8,3,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,11,7,10,3,4,58,0,0,0,0,0,0,0,0,3,5,8,4,3,10,7,0,0,32,8,58,39,24,37,39,6,7,215
UCL222033,0,0,3,8,0,0,14,0,0,0,4,5,0,0,0,10,0,12,10,7,10,4,0,0,48,0,8,10,0,8,6,0,0,32,8,15,11,16,10,9,0,0,62,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,17,12,19,14,9,0,0,72,0,0,0,0,0,0,0,0,0,0,7,10,9,12,9,0,0,44,11,42,45,44,44,23,9,0,218
UCL222034,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,6,0,5,4,0,7,5,0,0,17,0,5,7,3,3,4,5,0,27,5,9,11,16,11,9,0,0,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,10,7,11,16,11,14,0,0,61,0,0,0,0,0,0,0,0,0,3,0,4,6,8,16,0,0,43,12,24,30,26,29,33,7,0,165
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,16,0,3,6,5,9,4,0,0,20,6,0,6,3,28,12,5,0,51,0,0,0,0,0,3,0,0,4,0,0,0,4,0,4,0,0,9,6,0,6,10,28,14,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,7,10,42,6,10,11,18,44,34,9,12,137
UCL222036,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,14,0,0,3,0,6,0,0,0,16,3,6,6,7,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,0,3,0,0,38,0,0,0,0,0,0,0,0,0,4,3,0,3,8,8,3,0,39,10,14,14,20,19,19,9,0,110
UCL222037,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,11,6,3,5,0,0,0,20,0,6,5,3,4,0,0,0,19,3,5,4,13,10,4,4,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,4,19,8,4,4,4,48,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,17,13,23,20,23,18,6,6,0,106
UCL222038,0,0,0,3,0,0,5,0,0,4,4,0,0,0,0,6,0,4,0,0,7,5,0,0,16,0,0,6,6,0,0,0,0,14,3,6,6,11,6,7,5,0,50,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,6,4,6,14,16,12,8,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,14,8,11,23,27,22,11,9,0,109
UCL222039,0,3,0,0,0,0,9,0,0,0,0,5,0,0,0,9,4,4,5,8,8,5,0,0,36,0,0,4,4,5,4,0,0,23,0,15,16,16,18,9,0,0,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,15,20,19,9,0,0,73,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,3,0,26,13,23,30,33,36,17,12,0,170
UCL222040,3,0,0,3,0,0,13,0,0,0,7,3,8,0,0,15,0,9,9,11,26,9,9,0,67,0,0,3,12,7,11,5,0,44,4,3,12,19,13,7,3,3,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,4,3,11,24,13,12,3,3,72,0,0,0,0,0,0,0,0,4,3,3,0,3,13,3,6,0,32,10,17,34,57,60,48,17,6,246
UCL222041,0,0,4,0,0,0,10,0,0,0,5,0,0,0,0,4,6,3,6,0,6,6,0,0,23,0,0,5,8,5,3,0,0,19,3,11,8,14,4,3,0,0,49,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,16,8,14,4,6,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,0,16,5,24,15,25,21,22,4,0,127
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,4,3,0,4,6,16,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,16,3,3,0,37,0,0,0,0,0,0,0,0,0,8,4,0,4,6,6,6,3,29,5,11,3,10,23,15,8,4,81
UCL222043,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,7,5,3,3,3,4,0,31,0,5,4,6,9,9,5,0,40,3,14,7,15,13,15,3,0,70,0,0,3,4,0,0,0,0,9,0,3,0,0,0,0,0,0,3,0,16,7,19,11,17,3,0,75,0,0,0,0,0,0,0,0,0,0,6,0,5,9,8,0,0,29,7,35,19,34,41,37,13,3,191
UCL222044,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,19,0,3,0,4,4,5,0,0,24,0,10,8,8,7,3,0,0,39,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,8,9,10,7,4,0,46,0,0,0,0,0,0,0,0,0,3,7,10,4,10,8,0,0,40,3,21,16,14,37,23,10,3,129
UCL222045,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,22,0,4,3,5,4,6,4,0,24,4,9,6,14,6,9,4,0,56,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,7,9,10,15,11,6,4,0,68,0,0,0,0,0,0,0,0,0,7,4,4,7,5,0,0,0,30,19,15,26,37,31,20,5,0,153
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,20,0,0,7,3,3,5,0,0,21,8,15,5,10,12,9,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,4,15,22,16,3,0,71,0,0,0,0,0,0,0,0,3,7,6,0,6,8,5,8,7,47,14,17,15,29,30,25,19,11,162
UCL222047,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,4,6,3,8,0,0,22,0,4,8,9,11,4,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,9,11,4,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,0,8,17,18,22,19,5,0,90
UCL222048,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,7,5,3,0,0,15,0,0,0,3,0,0,0,0,8,4,0,0,6,11,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,16,8,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,20,0,10,4,15,24,13,10,5,85
UCL222049,3,3,0,5,0,0,10,0,0,0,3,3,0,0,0,5,0,8,3,9,11,21,8,0,54,0,0,8,4,8,12,5,0,37,4,0,7,10,5,12,3,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,7,10,5,16,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,3,19,7,16,17,29,34,60,22,3,179
UCL222050,0,0,5,0,0,0,11,0,0,3,4,3,3,0,0,14,0,14,15,17,14,4,4,0,74,0,9,5,9,8,14,0,0,49,0,12,12,6,12,18,12,0,76,0,0,0,0,0,0,0,0,4,0,0,6,0,3,3,0,0,14,0,12,17,14,18,24,12,0,93,0,0,0,0,0,0,0,0,0,3,4,0,7,17,12,6,0,48,8,40,42,50,63,58,20,0,285
UCL222051,0,3,4,13,0,0,18,0,3,0,4,3,4,0,0,17,3,11,8,10,13,8,10,3,60,0,7,4,7,12,11,4,0,43,3,14,10,10,21,18,10,0,84,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,6,3,11,11,14,24,21,10,3,99,0,0,0,0,0,3,0,0,4,8,4,0,0,0,10,10,0,30,14,36,28,37,56,68,27,6,274
UCL222052,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,8,3,6,8,0,5,4,0,0,28,0,8,11,4,4,3,0,0,33,4,23,21,19,10,8,0,0,85,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,6,7,22,21,23,9,15,0,0,98,0,0,0,0,0,0,0,0,0,3,5,0,0,3,7,3,0,24,12,47,43,34,24,33,9,3,198
UCL222053,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,3,0,0,0,0,10,0,4,4,3,6,7,5,0,28,0,17,14,10,13,13,0,0,70,0,5,3,0,4,0,0,0,10,0,0,5,0,6,0,0,0,17,5,19,18,16,17,12,0,0,91,0,0,0,0,0,0,0,0,0,7,3,6,8,12,14,5,0,57,15,34,36,35,39,32,9,5,199
UCL222054,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,10,0,3,5,6,9,10,0,0,34,0,0,3,13,3,3,4,0,25,3,10,9,5,11,4,3,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,10,9,9,9,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,26,24,28,18,9,4,135
UCL222055,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,9,0,4,4,0,5,4,0,0,22,0,3,5,3,9,8,0,0,32,4,4,9,8,15,5,8,0,51,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,4,4,9,13,16,10,8,0,68,0,0,0,0,0,0,0,0,0,7,0,0,3,6,17,9,18,60,8,22,22,23,38,37,20,19,193
UCL222056,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,10,29,3,8,7,0,0,0,47,5,7,5,0,0,0,0,0,17,8,11,3,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,3,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,38,54,11,10,9,6,3,0,136,58,97,31,22,17,7,3,0,244
UCL222057,11,0,3,0,0,0,15,0,0,4,3,0,0,0,0,6,6,10,4,5,4,3,4,0,27,0,10,10,6,11,5,0,0,36,4,10,12,7,15,7,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,12,7,15,9,0,0,58,0,0,0,0,0,0,0,0,0,3,0,9,8,10,5,0,0,31,6,26,43,34,38,21,7,0,177
