UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL513001,42,10,16,7,11,4,5,35,3,125,21,12,61,0,7,0,94,5,0,211,19,3,45,8,8,4,6,13,3,107,18,6,32,0,15,0,19,3,3,92,72,8,263,6,64,5,45,70,0,535,25,3,11,0,12,13,3,8,0,75,114,17,49,4,27,309,13,70,0,600,138,11,78,159,53,44,7,144,8,645,60,104,29,44,72,23,106,29,8,470,17,20,14,0,12,0,0,0,0,65,12,4,0,0,39,0,0,0,0,57,19,9,6,0,19,53,0,6,0,105,16,101,24,8,59,0,0,0,5,214,40,21,37,29,23,6,6,109,3,267,100,138,34,187,130,3,8,14,12,620,76,441,29,188,69,3,0,28,3,848,108,635,45,321,222,10,8,35,4,1383,24,42,14,16,3,0,0,7,0,117,30,24,104,34,36,12,0,25,3,273,41,49,55,28,40,17,15,30,93,369
UCL513002,136,27,35,0,35,19,49,67,6,372,9,7,47,0,8,0,93,10,3,175,19,7,48,0,11,14,28,12,3,126,11,0,21,0,8,0,6,11,0,67,42,7,163,0,36,0,70,60,5,373,19,26,48,0,26,41,41,10,6,209,64,11,22,0,20,265,23,60,0,474,55,7,44,58,30,27,7,113,0,338,34,26,55,8,58,6,200,34,6,419,0,7,5,0,0,3,0,0,0,19,14,22,0,0,33,5,0,0,0,73,0,7,0,0,16,29,0,4,0,56,8,45,19,0,45,3,4,3,0,123,4,5,8,6,7,0,5,71,0,116,35,46,36,50,38,5,13,16,3,240,43,240,16,109,33,0,0,22,0,459,21,167,18,199,73,0,0,22,0,507,3,4,6,7,4,0,0,0,0,26,17,7,136,26,30,9,10,11,3,243,11,11,32,5,27,19,17,24,55,211
UCL513003,3,0,0,0,0,0,0,3,0,13,147,191,811,14,149,0,363,77,56,1812,39,38,131,4,20,17,18,14,8,287,27,24,54,0,38,7,54,16,9,220,102,30,463,4,117,0,107,166,18,1007,20,11,33,0,20,23,29,3,5,151,85,21,40,11,27,301,16,93,3,591,87,4,76,87,25,83,8,116,4,490,81,56,33,9,93,18,188,35,8,520,5,11,17,0,3,0,0,0,0,40,3,9,0,0,24,0,0,0,0,43,32,9,31,0,39,42,5,20,0,194,24,87,59,4,27,0,4,10,5,219,27,21,93,17,33,3,14,175,0,382,86,94,32,204,133,0,12,26,12,595,56,399,18,185,58,0,0,14,0,739,48,269,22,196,104,9,4,18,3,669,14,7,8,29,7,0,0,4,0,76,35,18,159,52,40,4,6,26,0,339,47,47,129,22,51,9,50,56,60,472
UCL513004,0,0,3,0,0,0,0,8,0,15,121,127,853,13,128,9,549,138,60,1996,15,11,178,0,17,11,39,27,5,300,8,0,34,0,19,0,38,22,4,140,59,4,220,0,62,0,82,54,10,497,31,9,57,0,20,28,55,11,0,216,68,15,34,5,20,228,16,86,4,461,37,6,43,63,18,52,0,100,4,320,90,76,121,3,135,16,265,81,10,803,4,8,5,0,3,4,0,0,0,22,9,4,0,0,21,0,0,0,0,28,24,0,36,0,19,49,4,9,0,144,16,55,43,4,23,0,3,3,4,154,15,16,35,8,27,0,15,86,0,208,53,66,34,145,88,0,14,12,4,425,51,290,19,131,33,0,0,35,3,562,57,262,24,207,119,9,5,22,3,706,7,5,3,19,8,4,0,5,0,52,17,17,113,37,45,4,10,24,0,269,28,25,59,14,37,19,35,37,87,338
UCL513005,19,4,5,0,6,0,6,60,0,95,27,34,148,7,27,5,221,35,11,517,29,12,56,9,21,18,36,21,0,196,8,4,7,0,9,6,10,5,0,45,47,14,324,0,65,13,65,98,16,633,21,14,20,0,18,11,14,19,3,120,64,6,29,4,35,218,16,56,0,433,54,6,49,98,11,33,12,57,0,323,10,11,13,9,34,0,69,4,0,150,0,7,6,0,3,0,0,0,0,22,8,14,0,0,46,3,0,0,0,72,7,0,5,0,14,27,5,4,3,56,19,54,36,4,58,3,14,6,3,191,9,12,23,14,19,0,8,78,0,164,25,34,21,91,49,0,6,8,7,234,30,163,13,122,38,0,0,23,0,388,28,174,31,276,91,4,5,32,3,643,10,11,6,23,7,7,0,8,0,69,14,3,103,36,27,5,0,10,0,199,17,15,27,9,31,13,18,22,44,206
UCL514001,4,0,6,0,0,0,4,10,0,23,7,20,159,0,9,0,254,20,6,472,9,9,83,0,13,7,36,35,3,189,5,10,81,0,25,4,14,24,9,166,4,0,77,0,17,0,27,65,0,189,0,0,6,0,0,5,3,0,0,16,32,0,10,3,6,154,0,43,0,251,28,6,31,44,9,18,5,80,3,232,0,0,4,0,18,8,45,3,0,79,0,0,0,0,0,4,0,0,0,6,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,3,4,0,0,10,3,15,17,0,3,0,0,4,0,51,0,0,5,6,0,0,8,49,3,72,9,12,7,24,24,0,16,20,8,124,12,75,13,85,12,0,0,18,0,209,6,52,14,141,37,0,0,33,0,281,4,0,0,0,4,0,0,0,0,15,8,3,59,18,13,0,0,13,0,112,7,4,19,6,3,3,14,21,23,109
UCL514002,22,8,8,0,5,6,0,13,0,58,20,33,91,4,10,0,71,16,8,249,53,26,62,9,16,27,5,44,0,239,7,0,11,0,5,0,6,3,0,29,66,15,269,5,42,5,14,34,0,458,14,9,4,0,14,16,8,4,0,61,60,17,26,0,9,152,3,33,4,305,104,5,94,124,36,41,0,98,0,508,12,3,4,0,10,3,17,4,0,48,7,7,3,0,0,0,0,0,0,15,3,30,0,0,24,0,0,0,0,57,9,14,0,0,17,43,0,4,5,94,16,111,30,0,40,0,0,0,3,199,12,9,24,7,14,4,4,80,0,154,13,16,7,27,11,0,0,0,0,84,14,156,7,55,10,0,0,4,0,256,23,171,5,95,42,0,0,5,0,343,8,21,4,19,4,7,0,0,0,63,12,9,46,25,16,0,4,7,0,116,19,26,24,14,16,11,10,16,39,166
UCL514003,36,7,8,0,6,6,6,99,0,177,13,38,66,6,5,0,94,15,6,248,64,56,66,20,14,29,25,91,0,368,3,0,15,0,0,0,5,0,0,28,25,9,223,0,24,0,29,55,0,359,12,3,3,0,7,13,14,6,0,62,71,15,28,6,13,217,10,45,0,403,113,4,100,143,38,29,3,98,4,526,5,8,5,0,18,6,28,7,0,76,0,10,6,0,0,0,0,0,0,19,8,12,0,0,21,0,0,0,3,40,5,7,0,0,8,17,4,4,0,46,9,68,21,0,34,0,0,5,0,140,21,12,28,16,12,0,4,76,0,173,22,32,10,19,16,0,3,12,0,120,19,186,5,84,17,0,0,11,0,332,8,147,5,153,33,0,0,8,0,356,8,18,14,8,5,3,0,3,0,52,16,4,60,34,4,0,0,10,4,131,19,11,33,16,11,9,13,19,19,167
UCL514004,18,3,21,0,0,3,5,14,6,71,3,0,24,0,3,0,39,8,0,83,14,5,45,0,13,7,16,34,0,135,6,7,25,0,11,0,10,11,4,69,24,0,88,0,18,6,25,44,3,213,19,3,9,0,11,14,18,5,0,82,46,6,19,6,19,165,16,44,4,325,30,0,25,38,3,26,4,58,0,179,13,4,9,8,25,0,81,18,0,149,0,0,0,0,0,3,0,0,0,11,9,7,0,0,19,4,0,0,0,33,0,0,0,0,4,15,3,0,0,25,3,37,12,0,21,0,4,0,0,80,0,3,15,8,9,0,3,38,0,77,27,24,9,90,45,3,9,34,4,246,16,107,5,68,29,0,6,19,0,249,21,124,10,121,76,13,7,22,0,395,0,0,0,6,6,0,0,5,0,23,12,4,56,10,15,0,0,17,7,112,10,3,18,6,6,7,16,17,20,105
UCL515001,14,0,0,0,0,0,0,14,0,33,0,0,0,0,0,0,8,0,0,17,0,0,9,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,21,0,8,0,6,4,0,46,0,0,0,0,0,4,0,0,0,8,12,0,0,0,0,22,0,5,0,45,11,0,11,9,12,4,0,14,0,59,7,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,10,0,0,3,0,0,0,0,13,0,0,3,0,0,0,0,15,0,22,0,0,4,4,4,0,0,3,0,18,3,15,0,3,0,0,0,3,0,21,4,14,4,21,4,0,0,0,0,41,0,5,0,4,0,0,0,0,0,9,0,0,7,3,0,0,0,0,0,11,0,0,9,0,0,0,0,0,3,19
UCL515002,10,0,0,0,0,0,0,19,0,30,3,5,27,0,3,0,25,3,0,67,7,0,23,6,12,5,18,11,0,82,4,0,5,0,0,0,0,0,0,8,8,5,30,0,13,6,10,13,0,81,0,9,3,0,3,3,0,3,0,16,3,0,0,0,6,26,0,3,0,34,7,0,0,6,0,0,4,10,0,27,0,0,0,0,0,0,7,0,0,9,0,0,4,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,6,0,0,0,0,3,4,0,0,0,7,0,4,4,0,9,0,0,0,0,19,0,0,4,5,0,0,0,6,0,13,6,8,3,4,7,0,0,4,0,31,4,38,7,13,5,0,0,0,0,70,0,21,4,35,15,0,0,0,0,79,0,4,0,0,0,0,0,0,0,9,0,5,8,4,3,0,0,0,0,18,0,0,3,0,0,0,0,3,0,20
UCL515003,12,3,5,0,0,0,6,11,0,30,8,11,38,0,3,0,45,7,7,121,8,0,6,0,0,0,5,16,0,38,0,0,14,0,0,0,0,0,0,27,9,0,30,0,8,0,3,3,0,61,5,0,0,0,0,14,0,0,0,14,17,4,7,0,0,48,4,12,0,89,6,0,15,12,5,7,0,20,0,65,4,0,3,0,8,0,11,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,10,0,0,0,14,3,13,7,0,7,0,0,0,0,29,0,0,5,0,0,0,0,14,0,25,16,7,6,10,8,0,6,5,0,60,4,47,6,28,5,3,0,5,0,91,4,39,4,60,18,3,0,12,0,151,3,5,0,0,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,27,0,0,3,0,4,5,4,5,9,23
UCL515004,4,3,3,0,0,0,5,9,0,32,4,5,38,3,3,0,43,0,0,98,7,4,21,0,9,0,18,10,0,68,4,0,3,0,0,0,0,3,0,13,6,0,44,4,12,0,19,20,0,107,5,0,14,0,12,3,4,4,0,40,12,0,7,0,7,47,10,10,0,95,9,0,3,10,0,3,0,16,4,47,5,0,9,0,15,0,31,6,0,68,0,0,7,0,0,0,0,0,0,7,0,0,0,0,5,0,0,5,0,12,0,0,0,0,3,4,0,0,0,9,4,4,21,0,3,0,0,0,0,31,3,3,7,0,3,0,5,21,0,38,21,61,13,19,15,0,0,5,4,139,0,18,0,19,4,0,0,9,0,54,0,19,3,52,10,0,0,0,0,90,0,0,4,3,0,0,0,3,0,9,6,4,32,6,8,0,0,3,0,55,0,0,4,4,9,0,7,3,5,47
UCL515005,19,0,6,0,0,0,4,20,0,60,0,7,32,0,0,0,35,7,0,82,3,0,9,0,3,0,12,12,0,47,0,0,3,0,4,0,5,3,0,17,7,0,58,0,13,0,21,34,0,130,0,5,0,0,0,0,0,0,0,15,20,0,6,0,4,68,5,9,0,114,8,0,5,12,0,7,0,14,0,44,0,0,0,0,6,0,34,5,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,9,4,0,3,0,3,0,0,29,6,3,3,0,0,0,0,26,0,41,8,9,12,20,21,0,0,12,4,72,5,43,3,19,0,0,0,5,0,76,3,35,8,79,18,0,0,8,0,150,0,0,3,0,0,0,0,3,0,13,5,4,20,6,5,0,0,5,0,44,0,5,6,0,0,8,12,6,11,45
UCL515006,58,3,3,0,6,0,7,65,3,154,8,3,28,0,3,0,48,3,3,101,4,0,13,4,0,0,0,7,0,29,3,0,12,0,9,0,4,0,4,42,15,0,64,0,15,0,18,9,0,130,0,0,0,0,0,17,0,0,0,22,26,0,3,4,3,114,3,16,0,171,23,0,13,15,10,4,0,28,0,96,4,12,0,0,23,6,36,0,0,78,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,3,0,0,0,15,0,0,0,0,0,5,0,0,0,16,5,7,8,4,9,3,0,0,0,27,8,11,10,6,4,0,9,31,0,77,14,28,13,60,36,0,8,6,4,167,12,72,7,47,11,0,0,9,0,162,11,83,9,66,40,3,0,12,0,228,6,0,0,3,3,0,0,0,0,9,0,9,21,6,7,0,0,8,0,60,4,5,9,5,5,6,10,12,24,72
UCL515007,11,5,0,0,0,0,0,15,0,33,0,16,45,4,3,0,31,3,0,103,25,15,17,3,11,11,10,23,0,118,0,3,3,0,0,0,0,0,0,12,8,0,58,0,11,0,15,15,3,114,0,0,0,0,0,3,0,7,0,18,12,8,4,3,9,46,0,5,0,84,14,0,23,20,6,9,0,10,0,87,0,0,0,3,3,3,0,0,0,15,0,4,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,0,0,9,0,0,0,0,5,5,0,0,0,9,10,24,9,0,5,0,0,0,0,45,4,4,4,0,5,0,5,19,0,40,9,13,12,7,10,0,6,4,0,48,10,60,3,28,9,0,0,0,0,106,3,56,0,28,10,0,0,4,0,106,0,0,0,4,0,0,0,0,0,7,0,5,16,11,3,0,0,0,0,33,8,4,0,0,12,0,3,4,7,43
UCL515008,3,0,0,0,0,0,0,0,0,6,23,25,112,0,20,0,38,7,4,227,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,5,0,0,11,7,0,23,0,10,0,4,15,0,59,0,0,6,0,0,0,0,0,0,7,4,0,0,0,4,14,3,0,0,24,9,0,10,14,3,8,0,19,0,59,3,20,10,0,14,0,15,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,16,4,11,0,0,0,0,0,0,0,12,0,4,3,0,3,0,0,0,0,18,9,9,4,4,7,0,0,0,0,29,6,26,3,13,11,0,0,0,0,55,3,16,0,6,7,0,0,0,0,35,0,5,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,4,0,19,3,7,8,0,9,0,0,3,0,25
UCL515009,9,0,0,0,0,0,5,6,0,27,0,4,12,0,0,0,16,6,0,44,4,12,20,5,3,12,0,11,0,71,0,4,0,0,0,0,0,0,0,5,7,0,64,0,10,0,10,13,0,98,9,0,0,0,0,3,0,0,0,9,20,0,9,0,3,45,7,23,0,109,29,0,12,33,8,8,0,18,0,107,6,0,0,0,9,0,12,0,0,27,3,3,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,4,15,0,0,0,0,3,9,0,0,0,8,8,34,3,0,10,0,0,0,0,60,0,0,13,0,4,0,0,15,0,41,0,15,5,12,19,0,3,5,0,62,15,79,6,23,12,0,0,19,0,150,7,68,8,45,18,0,0,0,0,147,4,15,0,0,0,0,0,0,0,21,0,6,20,11,9,0,0,0,0,37,0,8,3,0,4,4,3,6,13,39
UCL515010,0,0,0,0,0,0,0,10,0,13,0,0,3,0,4,0,14,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,8,13,3,35,0,10,0,14,8,0,84,0,0,0,0,4,3,0,0,0,5,12,0,0,0,0,29,0,7,0,62,17,0,10,11,0,3,0,8,0,52,14,11,4,0,9,3,18,4,0,58,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,4,0,0,0,3,0,0,0,0,9,0,4,3,0,3,0,0,0,0,17,8,6,4,7,4,0,0,10,0,30,11,26,0,103,29,0,3,3,0,171,11,72,4,31,13,0,0,0,0,139,21,84,7,68,24,9,0,20,0,234,7,12,0,0,6,0,0,3,0,26,3,4,11,9,11,0,0,4,0,48,4,9,3,5,6,0,3,0,15,38
UCL515011,29,0,5,0,11,0,14,49,0,103,4,12,41,0,4,0,45,3,0,122,8,0,14,0,4,7,10,10,0,60,6,5,4,0,4,0,0,4,0,22,11,0,43,0,9,0,23,22,0,103,5,0,3,0,0,7,0,0,0,16,14,5,14,0,8,55,7,15,0,116,16,0,7,20,0,0,0,15,0,62,14,0,8,0,10,0,27,3,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,4,4,0,0,0,12,4,7,7,0,5,0,0,0,0,18,0,3,0,5,5,0,13,27,0,50,9,18,3,13,13,0,0,4,0,63,4,33,6,19,4,0,0,7,0,65,7,35,6,61,19,0,0,7,0,140,0,0,0,3,0,0,0,4,0,10,0,8,19,4,5,0,0,0,0,36,4,0,10,0,3,3,8,6,10,51
UCL515012,5,0,8,0,4,0,0,8,0,28,14,8,44,0,3,0,52,3,9,128,4,0,8,0,0,4,0,0,0,21,0,0,3,0,0,0,0,0,0,3,18,4,61,0,11,0,12,11,0,124,5,5,7,0,0,7,3,0,0,28,15,0,9,3,3,60,6,13,0,108,6,0,4,18,0,8,0,11,0,52,4,10,11,0,5,0,17,7,0,67,0,3,0,0,4,0,0,0,0,9,3,8,0,0,7,0,0,0,0,14,0,0,0,0,5,5,0,0,0,15,3,22,15,0,9,0,0,0,0,41,0,4,0,0,0,0,0,9,0,18,14,9,7,52,27,0,0,0,0,112,8,65,3,37,7,0,0,0,0,124,10,66,3,72,30,4,0,4,0,180,0,0,0,0,4,0,0,0,0,9,6,0,20,9,6,0,0,0,0,44,3,3,10,0,11,7,0,3,4,37
UCL515013,10,3,3,0,0,5,0,4,0,30,0,5,17,0,4,0,23,6,0,57,4,0,8,6,4,0,0,9,0,32,5,0,3,0,0,0,3,3,0,17,17,5,84,0,9,0,14,18,0,142,5,0,0,0,3,7,4,3,0,18,31,0,6,3,13,75,5,16,0,150,37,0,33,50,22,13,0,55,0,210,21,35,7,17,15,9,18,22,4,148,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,0,8,14,0,4,0,32,9,31,67,4,14,0,0,10,0,139,9,11,3,18,8,0,0,30,5,81,19,17,16,34,31,0,9,13,3,138,9,52,4,27,5,0,0,9,0,101,3,42,3,26,18,0,0,4,0,102,0,8,0,3,3,0,0,0,0,24,5,3,25,4,6,0,0,3,0,51,11,19,10,11,9,8,3,8,17,94
UCL515014,6,3,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,27,5,0,3,10,0,0,0,4,0,22,0,0,3,0,0,0,6,0,0,12,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,4,0,17,9,0,0,3,0,39,19,41,5,31,9,3,0,3,0,105,12,33,6,30,11,0,0,5,0,97,0,11,0,0,3,0,0,0,0,12,0,5,4,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,3,8
UCL515015,12,0,6,0,0,0,16,47,0,83,0,6,18,0,0,0,28,5,0,62,18,11,69,3,11,0,43,212,9,380,0,0,0,0,0,0,3,0,0,5,8,0,40,0,8,0,20,18,0,83,0,0,0,0,0,8,5,0,0,13,19,3,7,0,6,44,0,7,0,87,9,0,8,14,3,5,0,12,0,45,0,0,3,4,14,0,14,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,7,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,24,0,24,7,5,7,11,11,0,0,10,0,60,5,27,5,25,5,0,0,21,0,84,4,22,4,37,15,0,0,13,3,94,0,3,3,0,0,0,0,0,0,9,0,3,25,4,0,0,0,0,0,36,4,0,11,0,0,0,6,13,12,45
UCL515016,4,0,0,0,3,0,5,10,4,35,0,3,28,0,0,0,38,0,0,77,10,0,7,5,0,5,0,4,0,32,0,0,8,0,0,0,3,0,0,18,7,6,30,0,5,0,9,13,0,73,0,0,0,0,0,5,0,0,0,3,14,3,5,0,0,21,0,4,0,61,17,0,10,15,5,3,0,23,0,75,3,4,0,4,8,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,9,0,0,0,15,0,12,0,0,3,0,0,0,0,19,0,0,3,0,0,0,5,20,0,25,13,17,4,10,11,0,6,5,0,64,4,33,0,10,4,0,0,5,0,55,3,19,0,21,10,0,0,5,0,58,0,7,0,0,0,0,0,0,0,16,0,0,13,4,0,0,0,3,0,25,6,3,10,3,6,0,0,8,9,34
UCL515017,13,3,0,0,0,0,0,25,0,45,0,4,7,0,0,0,24,4,0,40,6,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,35,0,3,0,5,8,0,56,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,30,0,5,0,46,32,0,11,20,16,3,0,32,0,115,4,4,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,23,3,0,0,3,3,0,0,4,0,19,5,21,0,11,0,0,0,0,5,36,0,13,0,13,6,0,0,0,0,36,0,3,0,3,3,0,0,0,0,6,4,0,11,3,0,0,0,0,0,19,3,4,5,0,0,0,4,4,6,28
UCL515018,0,0,0,0,0,0,0,5,0,4,20,21,110,8,17,0,164,7,3,344,0,0,14,0,5,0,11,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,6,0,0,28,0,3,0,0,0,0,6,0,0,8,7,0,0,0,4,32,0,6,0,51,3,0,10,6,0,0,0,9,0,28,0,0,0,0,8,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,0,0,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,9,0,10,4,5,0,6,8,0,0,6,0,38,0,28,0,18,4,0,0,7,0,59,0,13,0,14,14,4,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,9,0,4,0,0,0,0,5,0,12,26
