SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED21805,0,0,0,4,0,3,0,0,6,20,0,33,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,10,3,12,0,29,0,0,0,0,0,8,0,4,0,11,0,35,0,3,0,3,0,10,0,20,5,24,0,68,3,5,0,9,0,34,0,23,3,36,0,117,3,17,0,26,3,88,0,28,6,56,4,241,16,33,4,81,17,143,7,41,15,62,3,427,25,28,3,161,25,148,6,44,12,38,0,488,57,43,10,199,28,143,8,22,7,47,3,560,242,83,14,562,84,284,25,49,10,49,0,1416,336,55,19,601,86,132,14,39,8,32,0,1330,324,30,11,456,78,111,15,19,5,23,0,1077,258,22,5,253,61,52,13,10,0,10,0,691,625,28,16,456,111,175,23,19
SED21906,3,0,0,3,0,3,0,0,0,21,0,35,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,3,0,8,0,12,0,4,0,0,0,3,0,4,0,5,0,15,0,0,0,3,0,0,0,9,0,18,0,23,0,13,0,0,0,8,0,9,3,19,0,51,0,10,4,12,0,19,0,17,3,19,0,89,3,29,0,12,5,35,0,26,5,30,0,146,7,23,0,49,7,43,10,43,5,33,4,214,16,24,4,47,7,47,3,18,0,23,0,183,16,26,3,65,7,46,7,23,4,17,0,216,66,55,6,175,30,153,14,32,4,48,0,583,102,46,4,241,36,81,7,20,5,23,0,573,138,40,7,265,29,86,12,30,0,17,0,623,156,29,12,191,24,37,4,18,3,10,3,483,1329,120,23,1275,187,502,31,67
SED22005,3,3,0,0,0,0,0,0,0,60,0,70,0,0,0,0,0,0,0,0,0,14,0,23,0,0,0,0,0,0,0,9,3,20,0,31,0,0,0,3,0,0,0,9,0,16,0,32,0,4,0,0,0,3,0,12,3,37,0,68,0,8,0,0,0,9,0,26,0,42,3,87,3,9,0,3,0,33,0,55,8,82,0,195,4,20,0,15,0,86,3,54,6,93,7,282,6,32,3,40,4,131,8,84,15,152,3,476,21,47,6,105,11,153,5,57,11,117,8,544,31,47,8,107,20,190,10,59,20,97,6,584,50,43,3,141,14,152,12,30,14,92,4,552,228,73,7,338,61,275,23,77,13,146,0,1239,278,46,9,395,64,137,16,44,10,73,3,1067,288,44,11,336,53,120,6,26,6,47,0,929,287,24,0,206,37,60,7,18,4,24,3,662,782,36,12,505,106,182,15,23
SED22105,4,0,3,6,0,0,0,7,3,68,0,92,0,0,0,0,0,3,0,0,0,13,0,19,5,0,0,5,0,7,0,9,5,23,0,46,0,0,0,0,0,0,0,7,4,19,0,30,0,0,0,0,0,9,0,29,4,65,0,109,0,0,0,0,0,26,0,59,3,55,0,150,3,9,0,12,4,78,0,82,8,88,3,298,11,29,0,32,11,230,7,134,30,110,0,599,12,67,8,74,13,434,9,170,30,148,10,971,77,126,12,338,40,557,27,184,36,129,10,1528,105,94,10,454,54,466,26,124,32,129,9,1490,218,105,20,500,74,413,21,72,21,80,7,1533,944,195,33,1240,199,703,55,159,35,125,7,3698,896,126,24,1003,158,311,41,65,25,78,3,2725,729,68,18,678,103,232,16,40,11,49,4,1950,505,34,15,326,64,85,10,14,5,21,6,1079,929,56,13,447,83,209,20,21
SED22201,3,0,0,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,0,11,0,17,0,3,0,0,0,9,0,9,3,12,0,37,0,9,0,0,0,33,0,17,3,24,0,90,7,10,0,8,0,59,0,25,4,24,0,143,9,18,0,33,5,74,6,34,5,57,0,231,14,38,4,90,7,124,0,30,3,59,4,385,30,27,0,116,13,108,0,22,6,49,0,377,42,35,3,159,27,112,12,33,9,36,0,457,161,65,9,407,55,259,20,40,12,52,0,1074,203,50,12,540,95,108,23,30,5,34,0,1098,229,30,15,442,60,111,10,24,4,24,0,946,223,17,9,293,47,37,8,11,10,9,5,663,696,56,15,558,95,210,26,19
SED22305,3,0,0,0,0,9,0,5,5,89,0,104,0,0,0,0,0,6,0,4,0,11,0,17,0,0,0,0,0,5,0,8,0,29,0,33,0,0,0,0,0,0,0,6,0,28,0,40,0,0,0,0,0,6,0,16,0,81,5,107,0,3,0,0,0,26,0,60,12,77,3,185,0,8,0,5,0,74,3,79,18,143,4,332,3,18,3,15,3,185,0,105,13,144,11,500,4,47,4,34,8,320,6,128,32,167,13,762,23,48,5,124,14,324,13,130,17,193,3,904,47,41,4,131,12,231,10,76,19,127,4,701,95,37,0,173,19,197,10,50,11,96,0,695,303,75,7,334,53,314,9,85,15,147,0,1347,270,54,11,267,46,153,8,46,5,72,0,928,202,26,3,182,30,106,14,22,10,54,3,642,136,9,0,84,16,50,0,11,0,15,0,334,220,13,8,141,22,80,4,23
SED22404,3,3,0,0,0,0,0,4,0,13,0,27,0,0,0,3,0,0,0,6,0,3,0,11,0,0,0,0,0,0,0,4,0,6,0,10,0,0,0,0,0,4,0,0,0,3,0,11,0,4,0,0,0,0,0,0,0,5,0,19,0,0,0,3,0,0,0,7,0,10,0,25,3,9,0,8,0,14,0,10,0,35,0,81,3,15,4,18,5,28,5,22,3,28,0,128,8,20,5,41,7,65,5,42,10,42,3,246,20,60,0,121,21,97,17,44,13,62,0,451,23,36,8,158,17,117,13,34,7,30,0,439,44,38,11,209,34,89,15,29,8,35,0,494,157,74,14,440,72,186,33,36,15,46,3,1093,194,57,16,403,51,67,16,27,15,25,0,864,181,26,11,274,37,58,11,12,4,20,0,636,144,18,9,161,22,18,6,12,0,7,0,402,374,39,9,308,36,96,13,19
SED22501,6,0,0,0,3,3,0,0,0,17,0,24,0,0,0,0,0,0,0,5,0,0,0,9,0,4,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,4,0,13,0,5,0,25,0,7,0,0,0,0,5,12,5,20,0,41,5,3,0,12,0,14,0,11,3,26,0,76,0,12,0,10,5,25,3,25,3,25,0,113,8,22,0,40,9,48,5,35,7,48,4,221,16,23,0,64,11,73,5,31,6,41,0,261,15,31,0,115,13,74,10,16,6,31,0,320,92,69,6,319,35,220,23,66,13,70,3,919,169,61,5,509,69,111,20,37,4,37,0,1029,245,48,10,530,56,148,15,25,4,29,0,1106,298,37,10,383,42,59,10,31,3,23,4,899,1236,86,21,1177,158,402,31,54
SED22607,6,0,3,4,0,0,0,0,0,22,0,29,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,28,0,35,0,0,0,0,0,5,0,9,3,13,0,31,3,0,0,3,0,3,0,17,0,31,0,60,0,4,0,10,0,26,0,18,0,30,0,102,11,12,0,14,4,34,0,33,9,46,0,176,3,25,3,34,7,46,3,27,3,42,5,198,9,22,0,43,4,58,4,28,4,28,0,202,12,19,0,48,9,72,10,19,5,37,0,227,56,42,12,192,25,172,7,38,15,63,5,614,116,42,10,292,53,83,14,39,5,42,0,701,183,43,13,325,39,119,13,32,9,33,0,806,210,27,3,248,40,47,8,17,5,18,0,623,1562,110,26,1264,197,435,31,57
SED22704,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,3,0,0,0,0,4,8,0,19,0,0,0,0,0,0,0,4,0,5,0,11,3,0,0,0,0,4,0,3,0,20,0,33,0,4,0,5,0,8,0,13,4,16,0,50,10,10,0,6,5,13,0,22,0,37,5,106,5,13,0,16,0,29,3,27,8,45,6,150,14,25,3,49,4,77,9,40,21,87,4,327,31,28,3,110,20,106,12,46,10,67,3,439,31,19,10,152,24,143,17,22,14,46,0,470,49,34,9,175,24,96,10,26,11,38,5,470,208,41,16,424,74,171,20,31,7,47,5,1051,219,35,6,374,41,62,13,25,14,24,0,814,209,19,7,251,44,73,10,19,10,8,0,657,173,12,9,130,30,25,8,5,4,0,0,397,349,13,13,232,38,70,13,8
SED22802,0,0,0,0,0,6,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,0,0,0,7,0,8,0,18,0,0,0,0,0,4,0,3,0,4,0,18,3,0,0,6,0,8,0,18,0,21,0,63,0,12,5,8,0,22,5,22,0,28,0,96,9,7,0,32,3,75,8,33,9,52,0,221,17,22,0,93,11,102,3,53,9,55,0,378,19,24,3,172,15,131,4,38,4,39,5,462,50,41,8,229,19,117,12,21,14,27,0,532,189,60,11,581,89,288,25,63,18,61,0,1376,250,54,21,634,103,124,20,34,9,27,4,1269,270,35,14,503,91,115,12,23,8,17,0,1089,244,20,6,297,50,53,6,10,5,14,0,704,599,55,10,513,75,164,23,20
SED22901,0,0,0,0,0,0,0,3,0,26,0,30,0,0,0,3,0,0,0,0,0,4,0,7,0,5,0,0,0,0,0,7,0,9,0,24,0,0,0,0,0,0,0,3,0,10,0,15,6,0,0,3,0,0,0,14,0,15,0,36,0,4,0,5,0,6,0,11,0,21,3,42,3,3,0,11,0,12,0,19,4,31,0,96,4,25,0,9,0,37,0,33,4,36,4,146,7,33,3,36,6,72,7,46,19,62,3,298,18,45,12,83,11,114,3,48,15,75,0,424,22,37,0,119,13,126,10,36,16,59,0,449,56,35,4,142,17,133,3,38,6,49,0,479,205,84,10,386,54,262,22,61,9,78,0,1171,280,58,14,495,54,132,13,43,11,51,0,1160,308,41,4,401,52,136,8,19,3,32,0,1011,243,22,4,251,31,64,0,9,3,21,0,653,750,36,10,533,76,208,7,21
SED23007,3,0,0,0,0,0,0,0,0,43,0,51,0,0,0,0,0,0,0,3,0,14,0,20,0,0,0,0,0,0,0,4,0,29,0,35,0,0,0,0,0,0,0,8,6,14,0,24,0,3,0,0,0,4,0,16,4,35,3,61,0,3,0,0,0,12,0,38,4,48,0,111,0,11,0,3,0,22,6,47,9,82,0,184,4,13,4,7,0,85,0,72,7,84,7,290,12,27,5,29,6,135,8,81,12,113,0,420,15,64,8,85,17,162,7,82,15,136,6,594,20,41,6,87,13,168,9,53,10,71,3,490,50,42,4,116,23,148,0,43,9,88,3,520,203,69,25,292,45,232,15,62,26,117,6,1081,216,68,13,313,58,123,8,37,11,73,0,932,209,48,10,318,63,136,18,33,7,44,0,883,222,24,3,188,48,46,8,14,5,18,0,584,750,29,15,469,120,199,27,27
SED23101,0,0,0,0,0,4,0,0,0,36,0,42,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,5,5,8,0,18,0,0,0,0,0,0,0,7,0,9,0,22,0,0,0,0,0,0,0,11,0,16,0,35,0,3,0,0,0,7,0,18,6,30,0,69,6,15,0,4,0,7,0,35,3,27,0,104,0,28,0,26,0,40,3,39,10,55,0,198,13,26,4,28,9,52,0,53,11,66,0,270,28,58,0,71,4,87,7,56,4,88,4,394,20,38,0,78,8,99,5,46,7,54,0,356,45,35,4,108,7,107,9,32,0,57,0,404,175,72,8,300,31,284,14,66,14,100,4,1066,215,69,3,376,39,101,17,45,8,80,0,954,288,51,4,366,29,163,10,27,12,38,0,991,277,22,5,267,27,58,5,11,4,21,0,712,1069,44,16,768,96,265,12,34
SED23205,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,7,0,9,0,15,0,0,0,0,0,6,5,7,0,15,0,31,0,6,0,0,0,9,0,8,0,46,0,73,3,13,3,6,0,24,6,14,6,42,0,117,3,15,4,22,0,77,0,39,7,65,0,238,12,38,5,78,8,99,3,39,5,64,6,347,21,36,3,91,19,102,12,27,11,31,4,361,33,21,0,141,20,86,10,28,6,33,0,393,154,71,9,379,61,190,20,33,12,65,0,995,186,52,8,407,65,87,21,24,8,25,0,886,178,30,11,344,49,88,10,5,6,22,0,742,187,17,6,213,33,29,11,7,0,15,0,527,472,37,5,416,97,118,13,15
SED23308,3,0,0,5,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,7,0,12,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,10,0,14,0,3,0,0,0,3,0,8,3,13,0,42,0,0,0,0,0,9,0,19,0,29,0,66,0,3,0,8,4,26,0,28,0,36,0,107,3,12,0,22,10,63,0,36,3,58,0,210,0,35,0,62,22,86,8,48,6,40,0,309,20,26,4,96,6,89,5,33,5,35,0,318,30,24,0,117,12,66,12,27,0,34,3,325,124,67,10,380,41,199,16,45,8,44,0,930,134,48,11,424,49,67,13,18,4,20,0,798,176,33,6,405,66,89,19,18,3,21,3,843,183,16,6,239,43,23,9,9,0,14,0,550,596,56,11,708,109,206,18,31
SED23402,5,0,0,0,0,0,0,0,3,26,0,37,0,0,0,3,0,3,0,5,0,6,0,16,0,0,0,0,0,0,0,8,0,13,0,13,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,4,0,7,0,18,0,29,0,0,0,5,0,4,0,11,3,17,0,46,4,12,0,6,6,25,3,28,5,37,0,125,0,10,0,9,4,63,5,37,16,40,0,189,8,27,5,46,9,151,8,54,19,74,4,398,27,52,3,155,24,222,25,72,16,76,4,658,37,37,11,229,21,203,10,47,15,50,0,655,90,54,4,311,37,197,12,45,14,40,0,814,346,81,17,689,126,420,33,59,16,71,8,1861,427,78,18,745,116,172,17,36,9,45,3,1674,407,45,11,512,81,177,21,27,5,22,3,1315,351,14,3,330,58,64,13,15,4,8,0,863,989,60,19,727,114,253,20,34
SED23502,3,0,4,0,0,0,0,0,0,15,0,28,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,7,3,11,0,27,0,0,0,0,0,4,0,11,4,11,0,35,12,4,0,4,0,10,0,20,0,36,0,96,4,13,0,11,3,41,5,20,8,50,0,160,7,30,3,30,4,77,8,35,5,78,0,284,23,40,7,142,12,99,14,52,16,69,3,475,27,24,4,172,16,90,12,26,5,45,0,422,66,32,5,210,24,74,19,37,11,42,0,515,171,64,20,401,57,124,24,47,10,48,0,964,200,50,10,320,44,47,15,15,3,21,4,733,142,29,11,211,23,34,8,10,6,10,3,490,92,17,9,110,19,9,11,0,0,0,0,266,231,13,5,171,31,50,16,11
SED23602,3,0,3,0,0,0,0,0,0,17,0,28,4,0,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,0,0,0,3,0,8,0,26,3,0,0,0,0,3,0,10,0,10,0,34,0,4,0,4,0,12,0,17,0,26,0,71,7,9,3,12,4,28,0,38,5,60,0,164,23,29,4,46,5,61,4,43,16,51,0,271,21,24,9,116,14,108,5,38,12,53,3,391,17,30,9,142,14,86,9,23,8,38,0,375,63,29,12,157,24,74,13,21,4,16,0,410,158,61,14,370,52,160,17,28,12,37,0,913,169,32,10,327,38,48,13,12,6,19,0,679,178,19,5,268,35,43,7,12,0,13,3,586,148,11,4,147,23,17,6,5,0,0,0,369,295,26,6,274,35,85,8,7
SED23702,0,0,0,0,0,0,0,0,0,17,0,28,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,15,0,18,0,0,0,0,0,4,0,4,4,9,0,33,3,0,0,5,0,3,0,14,3,24,0,53,9,3,0,10,4,24,4,21,0,38,0,116,3,15,4,32,9,79,7,45,11,62,4,272,9,39,6,94,20,134,11,49,7,61,0,425,22,32,0,202,22,133,13,43,6,59,0,519,52,34,5,248,53,123,14,22,5,38,0,596,207,85,14,647,99,276,25,55,16,70,0,1494,265,62,23,681,97,133,22,45,10,32,7,1367,283,46,10,485,80,96,19,16,3,19,0,1064,260,21,8,281,52,56,10,9,4,13,0,712,611,31,11,505,73,166,10,16
SED23806,0,0,0,0,0,0,0,3,0,29,0,36,0,0,0,0,0,0,0,4,0,3,0,10,0,5,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,5,0,4,0,3,0,14,0,0,0,0,0,4,0,5,0,10,0,16,0,0,0,3,0,0,0,5,0,11,0,29,0,0,0,3,0,0,0,17,6,15,0,49,0,0,0,7,0,15,0,15,5,12,0,66,8,4,0,8,0,19,0,17,6,24,0,93,8,14,0,23,0,48,3,22,0,22,0,150,11,6,0,22,0,43,3,18,6,21,0,125,15,15,4,41,6,50,3,15,0,23,0,177,46,42,0,80,17,141,7,27,3,56,3,421,70,37,8,169,15,43,5,25,4,35,0,403,103,27,8,188,29,76,3,19,0,24,0,488,122,15,3,150,25,33,3,8,7,20,0,389,1602,134,32,1463,207,668,39,101
SED23901,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,11,0,9,0,22,0,7,0,0,0,5,0,8,0,13,0,35,0,14,0,4,0,12,0,23,0,27,0,73,4,10,0,10,0,20,3,25,0,28,0,97,5,23,0,15,0,58,5,30,4,54,0,194,7,30,4,49,0,62,7,39,4,55,0,263,12,20,0,54,9,95,3,36,5,35,0,275,18,35,5,92,10,104,10,30,3,51,8,343,96,63,9,280,34,196,13,57,13,66,6,823,155,60,12,365,55,83,12,31,13,41,0,828,217,39,4,422,46,147,15,23,6,31,0,950,250,27,6,276,62,54,10,16,5,26,0,730,1329,84,23,1164,173,404,27,37
SED24006,0,3,6,6,0,4,0,3,0,55,0,74,4,0,0,4,0,3,0,3,0,14,0,24,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,0,3,0,4,0,17,0,24,0,6,0,0,0,0,0,3,6,20,0,38,0,4,0,4,0,3,0,14,3,24,0,56,5,10,0,9,0,10,0,25,7,40,3,103,3,9,0,6,0,17,0,30,0,25,0,97,8,37,0,13,0,37,0,41,4,40,0,193,22,27,0,32,9,53,4,33,11,49,0,242,18,28,0,47,5,64,4,40,6,41,0,248,27,24,0,45,9,58,3,30,0,32,0,234,127,61,4,167,17,164,13,44,10,79,0,680,110,46,4,219,17,78,5,29,0,63,0,584,148,44,9,223,26,119,9,36,9,47,0,652,187,34,0,180,25,63,5,17,3,37,0,546,1625,158,20,1404,143,700,31,122
SED24105,6,0,0,0,0,0,0,0,0,82,0,94,0,0,0,0,0,0,0,0,0,13,0,12,0,5,0,0,0,3,0,8,3,26,0,45,0,0,0,0,0,4,0,16,0,18,0,34,0,3,0,0,0,5,0,17,0,50,0,79,0,0,0,3,0,24,0,26,6,49,0,112,4,7,0,6,0,54,0,58,0,104,0,238,5,26,0,16,0,108,3,74,15,106,3,351,23,46,0,43,5,202,7,95,9,166,0,591,58,66,6,135,10,208,11,77,25,125,6,723,67,55,0,152,14,214,8,79,17,126,3,735,154,54,4,147,28,188,11,53,11,91,3,744,413,95,16,386,46,309,19,77,18,155,7,1537,396,50,6,401,63,158,15,43,11,90,3,1230,345,33,0,294,34,130,10,24,9,60,0,949,295,17,4,206,28,69,5,11,4,25,0,666,743,40,7,404,62,187,7,29
SED24207,6,0,0,5,0,9,0,3,5,83,0,108,0,0,0,0,0,3,0,4,3,10,4,19,0,0,0,0,0,0,0,11,4,28,0,49,0,0,0,0,0,0,0,18,0,25,0,45,0,3,0,0,0,15,0,28,0,61,0,113,0,8,0,4,0,22,0,57,10,72,3,176,0,15,4,10,0,71,0,111,20,131,0,364,8,30,5,21,8,156,6,120,17,146,4,510,12,52,11,52,4,294,13,168,25,190,3,831,47,81,10,191,13,336,28,144,22,174,12,1066,72,66,10,201,38,317,18,105,34,149,0,1012,139,77,14,279,37,310,17,73,14,125,0,1084,481,111,16,705,111,552,37,133,31,162,9,2338,545,86,16,599,111,227,29,63,16,108,0,1804,504,55,11,426,89,200,18,35,16,53,0,1423,393,32,10,238,69,84,13,28,9,30,0,906,984,48,21,448,105,251,12,38
SED24308,0,0,0,0,0,0,0,0,0,27,0,30,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,4,0,0,0,4,0,12,0,22,0,0,0,0,0,0,0,6,0,11,0,11,0,0,0,0,0,3,0,0,6,34,0,49,0,0,0,0,0,11,0,16,0,29,0,57,0,3,0,0,0,15,0,20,4,75,0,117,0,12,0,15,6,56,6,50,8,65,4,205,4,19,0,32,0,113,3,78,13,116,4,387,11,41,5,95,13,150,11,57,13,113,6,506,16,36,7,145,16,121,10,52,7,67,4,494,39,28,13,150,30,129,7,36,11,44,0,485,202,62,21,439,74,231,21,60,11,84,0,1207,218,34,7,417,52,102,26,23,3,43,0,925,213,23,11,299,47,95,20,17,8,23,0,748,188,11,4,183,30,38,7,4,3,8,0,481,454,19,12,316,68,115,11,15
